File,sep= Submitting Device,Device User,Form Completed,Upload Completed,Submission ID,Submission ID generated by device,Tree Barcode - 树条码,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:40:11 -04:00,2022-06-16 13:40:53 +00:00,71510108,5DD47435-130A-4C5E-816B-24DA8BB8F611,14035098,2022-06-16 09:39:22,"lat=29.719127, long=-82.413303, alt=52.485546, hAccuracy=34.723569, vAccuracy=8.622219, timestamp=2022-06-16T13:39:18Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f097f310-cfa7-013a-32b7-4e22882ffc59,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f23c5ca0-cfa7-013a-32b7-4e22882ffc59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:44:38 -04:00,2022-06-16 13:44:54 +00:00,71510249,8EC67967-BB83-4148-87D3-5EF26E9C3F5B,14035087,2022-06-16 09:43:30,"lat=29.719066, long=-82.413349, alt=58.344736, hAccuracy=107.340462, vAccuracy=100.842771, timestamp=2022-06-16T13:43:29Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7e5c8d40-cfa8-013a-27fa-2ed027e00d59,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/80227480-cfa8-013a-27fa-2ed027e00d59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:49:39 -04:00,2022-06-16 13:49:50 +00:00,71510435,7CCE06D3-BDC9-4225-9605-FF6DBF872912,14035070,2022-06-16 09:47:39,"lat=29.725033, long=-82.408585, alt=52.485542, hAccuracy=2132.014308, vAccuracy=6.699174, timestamp=2022-06-16T13:47:36Z",,4 - Severely stressed (leaves falling off or bark cracking) -  压力过大（叶子脱落或树皮开裂）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2eea1f80-cfa9-013a-0813-5e666e72dc64,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2fcd29b0-cfa9-013a-0813-5e666e72dc64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:51:28 -04:00,2022-06-16 13:51:49 +00:00,71510524,B37D7228-F30B-4053-BFE8-4A9D1B69996A,14035085,2022-06-16 09:50:11,"lat=29.719127, long=-82.413303, alt=52.780945, hAccuracy=34.723569, vAccuracy=9.833265, timestamp=2022-06-16T13:50:08Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,"Branch - 大枝条,Leaves - 树叶",,,Gall - 瘿,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7878cd30-cfa9-013a-6a22-3a2f1402698a,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7aed4b00-cfa9-013a-6a22-3a2f1402698a,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7d1baac0-cfa9-013a-6a22-3a2f1402698a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:54:08 -04:00,2022-06-16 13:55:10 +00:00,71510640,43E70496-66A2-4B93-B769-B19C82DBC4C1,14035081,2022-06-16 09:52:51,"lat=29.719138, long=-82.413292, alt=55.038847, hAccuracy=24.996583, vAccuracy=13.596533, timestamp=2022-06-16T13:52:51Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,"Extensive chewing - 大量咀嚼,Wilting - 枯萎,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/eccfac50-cfa9-013a-ecb5-0a3e18acbff1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ee424260-cfa9-013a-ecb5-0a3e18acbff1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:55:55 -04:00,2022-06-16 13:56:08 +00:00,71510686,8EF1F9DB-F353-4FD2-9D5D-E4B5A5BFB6E9,14035088,2022-06-16 09:55:16,"lat=29.719144, long=-82.413365, alt=43.324391, hAccuracy=112.213277, vAccuracy=100.315440, timestamp=2022-06-16T13:55:15Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0e6689a0-cfaa-013a-5a48-46e7e17d5862,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/102a0960-cfaa-013a-5a48-46e7e17d5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:57:44 -04:00,2022-06-16 13:58:46 +00:00,71510783,4C99A708-B8AD-4889-9C34-847713E7607D,14035090,2022-06-16 09:57:01,"lat=29.718924, long=-82.413298, alt=54.553562, hAccuracy=37.844782, vAccuracy=19.476305, timestamp=2022-06-16T13:57:00Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/75259b80-cfaa-013a-f144-12d219bfb4d4,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7738d860-cfaa-013a-f144-12d219bfb4d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 09:59:25 -04:00,2022-06-16 13:59:38 +00:00,71510812,85BE9619-5ADE-457B-AB61-4E1A9AD9122A,14035084,2022-06-16 09:58:56,"lat=29.719105, long=-82.413190, alt=54.723281, hAccuracy=18.226492, vAccuracy=15.109521, timestamp=2022-06-16T13:58:55Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8a304fa0-cfaa-013a-daf8-52202e88fc2e,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8c6910a0-cfaa-013a-daf8-52202e88fc2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:01:27 -04:00,2022-06-16 14:02:55 +00:00,71510939,10A2E9DC-3F8D-4FEF-8E02-D4A003CB462E,14035078,2022-06-16 10:00:27,"lat=29.719127, long=-82.413303, alt=52.490726, hAccuracy=34.723569, vAccuracy=8.463368, timestamp=2022-06-16T14:00:25Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/01751060-cfab-013a-dbf9-4e2483fae3c6,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/03c34cc0-cfab-013a-1cc1-32d8a1cc8e87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:03:49 -04:00,2022-06-16 14:04:36 +00:00,71511005,91A2DA00-D437-416F-AF53-AC78E81F3F3B,14035086,2022-06-16 10:02:59,"lat=29.719068, long=-82.413070, alt=54.884852, hAccuracy=46.467671, vAccuracy=17.312582, timestamp=2022-06-16T14:02:58Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/565df340-cfab-013a-dfc0-728df55b5da6,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/57f8bd00-cfab-013a-dfc0-728df55b5da6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:06:47 -04:00,2022-06-16 14:07:44 +00:00,71511113,7A6DB542-9CD6-4356-9593-F03E82B2AB36,14035093,2022-06-16 10:05:18,"lat=29.719976, long=-82.405067, alt=52.485607, hAccuracy=684.096474, vAccuracy=9.705106, timestamp=2022-06-16T14:05:13Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b4846290-cfab-013a-ba65-6277bb285688,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b690b740-cfab-013a-ba65-6277bb285688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:08:27 -04:00,2022-06-16 14:08:37 +00:00,71511147,F21BDF73-DBBA-48B0-A88B-737D2E38E0F9,14035083,2022-06-16 10:08:01,"lat=29.719071, long=-82.413236, alt=55.503196, hAccuracy=39.476239, vAccuracy=16.893109, timestamp=2022-06-16T14:08:00Z",,1 - Completely dead -  彻底死了,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ccfbe3f0-cfab-013a-ddd1-1e28be03dbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:11:02 -04:00,2022-06-16 14:11:14 +00:00,71511237,486F1B9D-31B1-4457-ACF2-49B80B956407,14035095,2022-06-16 10:10:06,"lat=29.719129, long=-82.413253, alt=54.543025, hAccuracy=19.637791, vAccuracy=15.281918, timestamp=2022-06-16T14:10:05Z",,8 - Mostly healthy (one twig wilting; or some leaves slightly curled up) - 大部分是健康的（一根树枝枯萎；或一些叶子稍微卷曲）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/328f4e10-cfac-013a-4915-7aacc1ac29f7,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/33efe3a0-cfac-013a-4915-7aacc1ac29f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:12:31 -04:00,2022-06-16 14:13:08 +00:00,71511309,5585D410-3572-41B9-B76A-3CD1E5012D8F,14035089,2022-06-16 10:11:51,"lat=29.719127, long=-82.413303, alt=52.485544, hAccuracy=34.723569, vAccuracy=10.324319, timestamp=2022-06-16T14:11:49Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7037a830-cfac-013a-50d9-1e94d395842e,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/72bd9e10-cfac-013a-50d9-1e94d395842e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:15:43 -04:00,2022-06-16 14:16:07 +00:00,71511433,357C4B5A-3308-4C81-950A-4817408BA140,14035092,2022-06-16 10:13:51,"lat=29.719092, long=-82.413304, alt=55.236152, hAccuracy=12.073649, vAccuracy=15.660527, timestamp=2022-06-16T14:13:51Z",,7 - Not completely healthy (partial wilt apparent or unusual growth) - 不完全健康（部分枯萎明显，或异常生长）,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Spots - 斑点,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ed098b20-cfac-013a-e569-026ad8c44514,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/eed05480-cfac-013a-e569-026ad8c44514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:18:06 -04:00,2022-06-16 14:18:15 +00:00,71511513,DFFE6824-1D92-4344-BED6-FA0000BB5AFE,14035072,2022-06-16 10:17:27,"lat=29.717880, long=-82.418066, alt=52.498909, hAccuracy=2145.717424, vAccuracy=6.481867, timestamp=2022-06-16T14:17:23Z",,4 - Severely stressed (leaves falling off or bark cracking) -  压力过大（叶子脱落或树皮开裂）,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/32945ce0-cfad-013a-c5e4-724169500d2f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/3472f4b0-cfad-013a-c5e4-724169500d2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:19:55 -04:00,2022-06-16 14:20:02 +00:00,71511569,12AFF2A1-B748-4D9B-BFA8-D4C3561F167D,14035075,2022-06-16 10:19:30,"lat=29.719104, long=-82.413457, alt=55.003455, hAccuracy=33.794556, vAccuracy=14.900194, timestamp=2022-06-16T14:19:29Z",,10 - Vigorous (not a single issue) - 有力的（不是一个问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/63015d90-cfad-013a-4211-667ba095aabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:23:21 -04:00,2022-06-16 14:23:28 +00:00,71511680,38E62D4B-F5A3-4089-AF3B-1FA2620A85B0,14035082,2022-06-16 10:22:17,"lat=29.719150, long=-82.413381, alt=54.823349, hAccuracy=38.878746, vAccuracy=16.210446, timestamp=2022-06-16T14:22:17Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,"Extensive chewing - 大量咀嚼,Wilting - 枯萎,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e2700de0-cfad-013a-e569-026ad8c44514,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e44f6ca0-cfad-013a-e569-026ad8c44514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:24:28 -04:00,2022-06-16 14:25:25 +00:00,71511745,2DB2D6FA-6817-42F9-9B51-6B902432BE5D,14035099,2022-06-16 10:23:58,"lat=29.719127, long=-82.413303, alt=52.525414, hAccuracy=34.723569, vAccuracy=10.117571, timestamp=2022-06-16T14:23:54Z",,9 - Very healthy (some leaves with individual issues) - 非常健康（有些叶子有个别问题）,,,,Leaves - 树叶,,,,,,,Spots - 斑点,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/281c8a70-cfae-013a-3e14-62c2a01b7858,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2951ac80-cfae-013a-3e14-62c2a01b7858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:27:59 -04:00,2022-06-16 14:28:22 +00:00,71511836,C3AB0646-13D3-40D5-A62D-F6E713016AD9,14035096,2022-06-16 10:25:31,"lat=29.719163, long=-82.413387, alt=54.054019, hAccuracy=9.000235, vAccuracy=12.675309, timestamp=2022-06-16T14:25:31Z",,7 - Not completely healthy (partial wilt apparent or unusual growth) - 不完全健康（部分枯萎明显，或异常生长）,,,,Leaves - 树叶,,,,,,,"Extensive chewing - 大量咀嚼,Wilting - 枯萎,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/948546f0-cfae-013a-f2ec-4aaba848a65c,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/96c1df00-cfae-013a-f2ec-4aaba848a65c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-06-16 10:29:25 -04:00,2022-06-16 14:30:35 +00:00,71511919,8985939F-FBC7-4DF1-B985-1B467082AFFD,14035074,2022-06-16 10:28:59,"lat=29.719052, long=-82.413321, alt=54.864447, hAccuracy=57.177839, vAccuracy=14.735925, timestamp=2022-06-16T14:28:58Z",,3 - Probably dying - 大概要死了,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/dd6f7f20-cfae-013a-dbf9-4e2483fae3c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 11:38:23 +08:00,2022-07-05 03:38:34 +00:00,72058376,5765d9e1-29bf-47f4-8c38-343e237a51da,14798148,2022-07-05 11:37:41,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Spots - 斑点,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ed2b3a70-de41-013a-6702-16d472587b80,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ee9642b0-de41-013a-6702-16d472587b80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:28:21 +08:00,2022-07-05 07:28:30 +00:00,72065109,78a6d9b9-4e02-4c29-a7b9-e637edf6e8f2,14798122,2022-07-01 07:52:53,,,8 - Mostly healthy - 大部分健康的,,,,Other - 其他,,,,,,,,,,,,,"Some branches are dead, leaves with chewing damages",http://app.devicemagic.com/organizations/261690/stored_files/v2/0c87ca10-de62-013a-2e05-726e3d8f3d60,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0e3ef3f0-de62-013a-2e05-726e3d8f3d60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:29:11 +08:00,2022-07-05 07:29:21 +00:00,72065121,0ad82ca9-dc22-443d-a989-c9cfedb86114,14798216,2022-07-01 09:59:30,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Extensive chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2c2070a0-de62-013a-0275-6a7dfd728cbe,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2da5d830-de62-013a-0275-6a7dfd728cbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:46:21 +08:00,2022-07-05 07:46:32 +00:00,72065486,f480a194-fe58-4981-acb0-7bb8f4592e96,14798109,2022-06-30 17:03:00,,,1 - Completely dead - 完全死亡,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/90bc9280-de64-013a-0275-6a7dfd728cbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (16).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:46:21 +08:00,2022-07-05 07:46:32 +00:00,72065486,f480a194-fe58-4981-acb0-7bb8f4592e96,14798109,2022-06-30 17:03:00,,,1 - Completely dead - 完全死亡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curculionidae - 象甲科,,,,,,,,,,,,,,,Scolytinae (Bark and Ambrosia Beetles),,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/92c9e450-de64-013a-0275-6a7dfd728cbe,Hypothenemus,,2022-7-5_15468_Curculionidae - 象甲科,2022-07-05 15:46:08,,2022-7-5_15468_Curculionidae - 象甲科,2022-07-05 15:46:08,,,,,,,,
